KY696653.1	Culex quinquefasciatus	38.0
XM_001849781.1	Culex quinquefasciatus	22.0
JX500439.1	Culex modestus	20.5897799166
U33018.1	Culex erythrothorax	20.0
AF420269.1	Culex quinquefasciatus	19.0
XM_001850909.1	Culex quinquefasciatus	18.0
AY958426.1	Culex pipiens	17.8333333333
KF687542.1	Culiseta annulata	15.0523780761
XM_001861824.1	Culex quinquefasciatus	15.0
XM_001865349.1	Culex quinquefasciatus	14.0
AY440233.1	Armigeres subalbatus	14.0
DQ389103.1	Culex quinquefasciatus	13.0
JN228574.1	Ochlerotatus procax	12.0
XM_001861604.1	Culex quinquefasciatus	12.0
XM_001865987.1	Culex quinquefasciatus	11.0
XM_001841772.1	Culex quinquefasciatus	11.0
XM_019702309.1	Aedes albopictus	9.33333333333
XM_021837354.1	Aedes aegypti	8.0
AY189809.1	Culex pipiens pipiens	8.0
XR_002135116.1	Aedes albopictus	7.3
XM_001870942.1	Culex quinquefasciatus	7.0
AJ970283.1	Culiseta annulata	7.0
XM_021852123.1	Aedes aegypti	6.0
XM_001868618.1	Culex quinquefasciatus	6.0
XM_001844626.1	Culex quinquefasciatus	6.0
XM_001850130.1	Culex quinquefasciatus	6.0
DQ401462.1	Culex pipiens pipiens	6.0
XM_019691988.1	Aedes albopictus	5.83333333333
U33029.1	Culex tarsalis	5.75
U33031.1	Culex tarsalis	5.75
U33032.1	Culex tarsalis	5.75
XM_021841032.1	Aedes aegypti	5.66666666667
XM_019693901.1	Aedes albopictus	5.5
XM_001849258.1	Culex quinquefasciatus	5.25
XM_001659114.2	Aedes aegypti	5.0
AY439983.1	Armigeres subalbatus	5.0
XR_002498728.1	Aedes aegypti	5.0
AY791898.1	Culex pipiens	5.0
XM_001844135.1	Culex quinquefasciatus	5.0
XM_001845647.1	Culex quinquefasciatus	5.0
XM_021841553.1	Aedes aegypti	4.83333333333
AY034060.1	Culex pipiens pallens	4.83333333333
XM_001857924.1	Culex quinquefasciatus	4.72619047619
XM_019696339.1	Aedes albopictus	4.33333333333
XM_019693856.2	Aedes albopictus	4.16666666667
XM_001654707.2	Aedes aegypti	4.0
XM_021856178.1	Aedes aegypti	4.0
AF268665.1	Aedes albopictus	4.0
XM_020075488.1	Aedes albopictus	4.0
XM_001847680.1	Culex quinquefasciatus	4.0
XM_001868927.1	Culex quinquefasciatus	4.0
XM_001842983.1	Culex quinquefasciatus	4.0
XM_001844376.1	Culex quinquefasciatus	4.0
AY433043.1	Aedes aegypti	4.0
L77800.1	Aedes aegypti	3.83333333333
XM_001857927.1	Culex quinquefasciatus	3.72619047619
XM_001658819.2	Aedes aegypti	3.64166666667
AY064109.1	Aedes aegypti	3.64166666667
XM_001869996.1	Culex quinquefasciatus	3.5
XM_019676151.1	Aedes albopictus	3.5
XM_019689430.1	Aedes albopictus	3.5
XM_001869631.1	Culex quinquefasciatus	3.5
AY691322.1	Aedes atropalpus	3.49007936508
AY064108.1	Aedes aegypti	3.39166666667
AY440439.1	Armigeres subalbatus	3.1
XM_019707312.1	Aedes albopictus	3.08333333333
XM_001864488.1	Culex quinquefasciatus	3.0
AY432925.1	Aedes aegypti	3.0
XM_001870261.1	Culex quinquefasciatus	3.0
XM_011494827.2	Aedes aegypti	3.0
XM_021847357.1	Aedes aegypti	3.0
AC150261.6	Aedes aegypti	3.0
XM_001844518.1	Culex quinquefasciatus	3.0
XM_001841945.1	Culex quinquefasciatus	3.0
XM_020076725.1	Aedes albopictus	3.0
XM_001844284.1	Culex quinquefasciatus	3.0
XM_001848833.1	Culex quinquefasciatus	3.0
AY432668.1	Aedes aegypti	3.0
XM_001658130.2	Aedes aegypti	3.0
XM_021839070.1	Aedes aegypti	3.0
XM_021844577.1	Aedes aegypti	3.0
DQ296487.1	Culex tarsalis	3.0
